name,url,developer,rating,currency,description,language
Nature's Calendar,https://apps.apple.com/us/app/natures-calendar/id1325907410?uo=4,SPOTTERON Gmbh,0.0,USD,"Nature's Calendar is a Citizen Science project to explore the development of plants or the behavior of selected animals during the course of the year. 

This field of research is called phenology. That's what you can do with this app: become a scientist and spot the ongoing development of nature during the whole year. Join up and start observing!

More info at www.naturkalender.at","['EN', 'DE']"
CITiZAN Coastal Archaeology,https://apps.apple.com/us/app/citizan-coastal-archaeology/id1042239580?uo=4,WildKnowledge,5.0,USD,"Significant archaeological sites along England’s sinuous coast and on the foreshores of our tidal estuaries are continually eroded by winds, waves and the increasing frequency of major storms. Much of our island’s fragile history is simply being washed away. Coastal erosion can rarely be halted, but at least archaeological sites can be recorded before they are destroyed. CITiZAN, the Coastal and Intertidal Zone Archaeological Network, encourages data collection through our app by volunteers like you!

Smart phones and tablets are powerful archaeological recording tools: with a camera and GPS facilities they are perfect for locating and recording new archaeological features. As we already carry this tool around wherever we go, it is ideal for long-term monitoring of archaeological features at risk on England’s coastlines and estuaries.

The remains of prehistoric forests and settlements, Roman forts and villas, ancient salt-working sites, medieval ports, fishing settlements, harbour works and countless abandoned boats, barges and ships are all under threat. But all of these vulnerable sites have a unique story to tell: about England’s first settlers, its maritime industries, the defence of the realm against waves of would-be invaders. There is also information to be collected about sea-level change, about the speed of coastal erosion, about the changing landscape and land use along the ever-changing coast.

CITiZAN feature map:

The 80,000+ points on our interactive feature map provide information on England’s coastal and intertidal heritage from low tide to 100m inland from mean high water. They offer a snapshot of integrated data from Historic England, National Trust, several local Historic Environment Record offices and local archaeology groups.  As a user you can:

1.            View our interactive map of England’s coastal and intertidal heritage.

2.            Add to the national record by creating new CITiZAN feature points.

3.            Keep this national record accurate by updating existing points with your survey and monitoring information.

About us:

CITiZAN, the Coastal and Intertidal Zone Archaeological Network, is generously funded by a grant from the Heritage Lottery Fund, with match funding from National Trust and the Crown Estate and additional support from Historic England. In order to provide support to our volunteers, we are based in three offices across England, hosted in London by MOLA (Museum of London Archaeology) together with our partners the Council for British Archaeology in York and the Nautical Archaeology Society in Portsmouth.

The app uses background location tracking to provide a better experience, however, just to warn you that continued use of GPS running in the background can dramatically decrease battery life.

CITiZAN wants you to be safe while out on the foreshore, so please follow the guidelines at http://www.citizan.org.uk/health-and-safety/. Never put yourself or others at risk when recording and monitoring using this app. If you are unsure or feel that the situation is unsafe for any reason, do not continue.",['EN']
SciFish,https://apps.apple.com/us/app/scifish/id1532263467?uo=4,ACCSP,0.0,USD,"SciFish is a citizen science mobile app, powered by ACCSP, that encourages and supports the sharing of information about fish along the Atlantic coast. SciFish is an umbrella app that hosts multiple fisheries citizen science projects.",[]
WatchSpotter,https://apps.apple.com/us/app/watchspotter/id1641694623?uo=4,WatchSpotter LLC,5.0,USD,"An innovative platform built specifically for environmental science data collection. The mobile app gives Spotters a way to take photos, answer project-specific questions and upload them on the spot. Project IDs are provided by your Program Administrator.","['AR', 'EN', 'FR', 'DE', 'NB', 'ES', 'SW']"
Plants of Concern,https://apps.apple.com/us/app/plants-of-concern/id1520429714?uo=4,Chicago Botanic Garden,5.0,USD,"Help save rare plants and natural habitats! Plants of Concern mobile app guides volunteers through the step-by-step data collection process for rare plant monitoring. Use your phone or tablet to access your plant assignments, view previous reports, navigate to subpopulations, and record data. No paper form or GPS unit needed. Plants of Concern community scientists annually assess rare plant populations, threats, and habitat data for rare plant conservation. 

Get involved at PlantsOfConcern.org. 

Use your mobile device to:
 - Connect to your Plants of Concern account with cell service/wifi
 - Work in the field with or without cell service
 - View previous reports
 - Navigate to subpopulations using in-app GPS feature
 - Collect new or edit existing GPS coordinates
 - Collect subpopulation & habitat data
 - Edit lists of associate species
 - Submit monitoring data & photos",['EN']
MyPestGuide Reporter,https://apps.apple.com/us/app/mypestguide-reporter/id1032560930?uo=4,Department of Primary Industries and Regional Development,0.0,USD,"MyPestGuide Reporter lets you quickly report your observations instantly to the Department of Primary Industries and Regional Development. Everyone can help map pests by using your phone to make reports with up to four photos from your camera or gallery including gps coordinates with accuracy. Our experts will attempt to identify your pest and reply back to your device. You can then share report to social media. You can also create reports online using the MyPestGuide website.  

By using the My Pest Guide suite of apps you will be supporting your local community and defending Western Australia’s primary industries and environment.  This is an important step in managing invasive species, stopping disease outbreaks, supporting our quality food producers and accessing trade markets.",['EN']
Coastwards,https://apps.apple.com/us/app/coastwards/id1494338545?uo=4,Maureen Tsakiris,0.0,USD,"Sea levels are projected to rise between 29 and 110 cm until the year 2100. Coastal regions will have to adapt to these changes, adaptation measures however cost money. Decisions on which coasts to protect and how to do so are often based on calculations of risk. These calculations are made by 'Integrated assessment models'. They take in huge amounts of data on coastal zones defined by hundreds of parameters.

One of these parameters is the coast material. It determines how vulnerable a given coast is to erosion. Sandy beaches erode more easily than rocky cliffs; erosion raises the risk. 

And here lies the problem. We don’t have sufficient data for this parameter. The only comprehensive global dataset on coast material to be found was created in the year 1958. (And it was stolen from the library by the professor to be quickly scanned and then returned. True story.)

“Global assessments of vulnerability to climate-change induced sea-level rise and of its associated impacts are impeded by the severe lack of information on coastal physical characteristics.” Prof. A. Vafeidis (University of Kiel, Germany)

So, this is where the App comes in. And you. Help us create a global database of coast material by sending us pictures of coasts. Take a picture (or more) whenever you stroll along a coast or browse through your pictures and upload those you already have. You don't need an account, just the App. 

Many thanks in advance! You rock.
The Coastal Risk and Sea-level Research Group from the University of Kiel, Germany",['EN']
I Spy Koala,https://apps.apple.com/us/app/i-spy-koala/id1474755197?uo=4,"Department of Planning, Industry and Environment",3.0,USD,"I Spy Koala app is for the collection of koala observation and survey data for all koalas. For sick or injured koalas needing immediate care, also contact your local wildlife rehabilitation organisation.

This app was developed in 2019 by the then NSW Department of Planning, Industry and Environment (DPIE) to improve the flow of koala observation data to NSW planning and decision tools.

All submitted records will be combined with other koala observations and made available in BioNet, the repository for NSW biodiversity data. Records are searchable through BioNet and associated data services, including the SEED data portal where you can conveniently view the data using the interactive Koala Sightings - BioNet map. This data is accessible to researchers, land managers, planners, consultants, government and the public, and assists the implementation of long-term conservation strategies to secure healthy koala populations in the wild.

Please contact bionet@environment.nsw.gov.au for I Spy Koala app support or to provide feedback.",['EN']
pulse.eco,https://apps.apple.com/us/app/pulse-eco/id1325651447?uo=4,Netcetera AG,5.0,USD,"Co-create the future of your city!
Learn about the air pollution in your city, urban noise hot spots, temperature, and much more in real-time!

Pulse.eco is a crowdsourcing platform that gathers and presents environmental data. Our network of Wi-Fi / LoRaWAN sensor installations, crowdsourcing platforms integrations, and other third-party sources collect the data and translate it into visual and easy-to-understand information.
You can learn about various pollution factors, urban noise, humidity, temperature, air pressure, and much more in your surroundings with just a few taps. Even better, you can participate in expanding the sensor network in your city, set up your own devices, or even contribute to the open-source code.

The application is available in English, German, Macedonian and Romanian.

Join us in the effort to empower actions towards sustainable environmental development.
For more information about the platform and its technical background check out: https://pulse.eco/","['EN', 'DE', 'MK', 'RO']"
NatureMapr data collector,https://apps.apple.com/us/app/naturemapr-data-collector/id1042299523?uo=4,at3am IT Pty Ltd,0.0,USD,"NatureMapr's mission is to empower anybody to report plant or animal information anywhere in Australia and ensure the information gets to the people that need to know about it.

NatureMapr can be used by anyone in the community including school and university students, landholders, community groups, bushwalkers, park rangers, ecologists and environmental professionals.

NatureMapr's partnerships with local, state and commonwealth government as well as researchers and environmental organisations, ensure your records become visible to the people that need to know about them.

NatureMapr is proudly Australian made, owned and hosted in Australia.",[]
My Watershed,https://apps.apple.com/us/app/my-watershed/id1462336274?uo=4,Greg Newman,5.0,USD,"The mission of the Lefthand Watershed Center is to assess, protect, and restore the quality of our watershed and to serve as a hub for watershed issues by fostering stakeholder collaboration. The My Watershed app will help us reach our four primary goals: (1) Understand the State of the Watershed, (2) Facilitate Stakeholder Cooperation, (3) Promote a Stewardship Ethic, and (4) Plan and Implement Projects. The My Watershed app allows us to create projects on CitSci.org, create datasheets/protocols, and then implement these data collection protocols for any project we create by having volunteer community scientists help us collect the data we need to reach our vision. The app syncs with CitSci.org and send data to this citizen science platform.

The target audience of this app are scientists and researchers.  The users of this app are required to create a login at CitSci.org (free), join a project, and download data sheets to the app on this device.  Once an observation is collected, it is uploaded to the CitSci.org website.  The data from each observation can be used by the tools on the website (CitSci.org) to generate maps and reports to decision makers about resource management.

This app is intended for any scientist or researcher in the world to capture and help coordinate information.  However, the app's primary distribution is the United States.",['EN']
Seaviewers,https://apps.apple.com/us/app/seaviewers/id1624751554?uo=4,Material Apps EOOD,0.0,USD,"SEAVIEWS aims at promoting and enhancing the capacity of transnational collaborations tackling environmental vulnerability, fragmentation and the safeguarding of ecosystem services in the ADRION. This will be achieved through its two main outputs; on one hand the transnational repository network (smart sensors in critical points, web platform, SEAVIEWERS mobile application, marine pollution hubs) and on the other an action plan for the amendment of the macroregional action plan.",['EN']
FieldKit.org,https://apps.apple.com/us/app/fieldkit-org/id1463631293?uo=4,Conservify,5.0,USD,"Friendly, reliable, low-cost tools to monitor and advocate for the world around you.  FieldKit is three things:


1. Easy to use, low-cost hardware for environmental sensing

• Accurate environmental sensors can be expensive, and complicated to operate. FieldKit stations are built to be easily deployed, and our mobile app makes configuration and maintenance simple.

2. A platform for managing, analyzing and sharing data about the world around you

• FieldKit isn’t just about data collection. Our platform lets you quickly and easily visualize station data, discover trends and patterns, and share your findings with anyone. We make it easy to download your data in a variety of useful formats, so that FieldKit can play nicely with your existing tools.

3. A community of environmental care, using data to document change and work for a better future

• Data works better together. FieldKit is dedicated to supporting a strong community of users and developers, building both local and global connections. On the FieldKit platform, you can engage in discussions with scientists, educators, tech experts and curious individuals – all working to better understand and advocate for the world around them.

Use the FieldKit app to:

• Interface with your FieldKit hardware to change settings and monitor the status of your sensors

• Set custom data collection schedules, modify network settings, and manage your sensor fleet

• Download readings collected by your FieldKit sensors and view sensor data in real time

• Upload data to the FieldKit portal for in-depth analysis",['EN']
WERecord,https://apps.apple.com/us/app/werecord/id883219857?uo=4,Tony Gunton,0.0,USD,"This app is for anyone who collect records of their local wildlife, such as via bird surveys or butterfly counts or just by walking around your local area. It helps you to record what you see, capturing location coordinates and providing checklists. You can view the records on a satellite map, email them, such as to your local recording centre, or just keep them for future reference. It also helps you to identify species, providing a detailed dictionary of more than 800 of the species you are most likely to come across in southern England or Wales. You can also add new species to the database as you come across them.",['EN']
Global Raptor Impact Network,https://apps.apple.com/us/app/global-raptor-impact-network/id1330228828?uo=4,habitat INFO Ltd.,4.0,USD,"More than half of the world’s raptor species have declining populations and nearly 20% are threatened with extinction. The need to monitor raptors and understand the threats they face is therefore as pressing now as ever. The Global Raptor Impact Network (GRIN) was created by expanding the African Raptor DataBank globally and combining it with The Peregrine Fund’s Global Raptor Information Network—all in an effort to monitor and conserve the world’s raptors. GRIN gives raptor researchers tools to more efficiently conduct their own studies while contributing to a global program. GRIN also provides citizen scientists a way to participate in raptor science and conservation.

The GRIN app is a free tool that allows professional and citizen scientists to collect raptor data on their mobile device. Observations including sightings, nest productivity, mortality, re-sightings, museum specimens, etc. can be collected using the GRIN app. Thus, raptor researchers can conduct studies directly in the field with their mobile devices, removing the need for tedious data entry once they’re home or in the office.

Features of the GRIN app include:

Data upload via cellular or wifi connection
Secure storage in the GRIN DataBank
A global raptor species list that can be filtered by biological realm
Flexibility to collect either simple sighting records or complex survey results
Data export via mobile device
Multiple built-in survey types and automatic logging of survey effort","['EN', 'FR', 'PT', 'RU', 'ES']"
Invasive Alien Species Europe,https://apps.apple.com/us/app/invasive-alien-species-europe/id1117811993?uo=4,European Union Apps,0.0,USD,"This app is developed by the Joint Research Centre, the in-house science service of the European Commission. Its aim is to enable the general public (amateurs and professionals) to receive and share information about Invasive Alien Species (IAS) in Europe. Specifically, the app’s purposes are: 
1) to allow recording invasive species occurrences by using citizen phones’ GPS system and phones’ cameras;
2) to provide information about a selected number of IAS (pictures, short description, addition useful information);
3) to foster citizens’ awareness about the problems caused by IAS in Europe and actively getting the public involved in the management of IAS.
This app includes a preliminary selection of IAS of European priority. More species are expected to be added in subsequent releases of the app., following the progress of the European policy on IAS.
Alien Species are increasing worldwide and are currently present in almost every ecosystem type on Earth. They belong to all major taxonomic groups, including viruses, fungi, algae, mosses, ferns, higher plants, invertebrates, fish, amphibians, reptiles, birds and mammals. In some cases they have become invasive, affecting native biota. Invasive alien species can transform the structure and species composition of ecosystems by repressing or excluding native species, either directly by predation, competing with them for resources, or indirectly by modifying habitats. The effects to human health include the spread of diseases and allergens, while to the economy there can be damage to agriculture and infrastructure.
It is estimated that 10-15 % of the alien species identified in Europe are invasive, causing environmental, economic and/or social damage. 
Recognising the increasingly serious problem of IAS in Europe, the European Commission has recently published a dedicated Regulation on Invasive Alien Species (http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:JOL_2014_317_R_0003). Implementation of this Regulation will be supported by an information system developed by the JRC (http://easin.jrc.ec.europa.eu/about). 
This app is developed as part of the MYGEOSS project, which has received funding from the European Union’s Horizon 2020 research and innovation program. The project aims at developing smart Internet applications to inform and engage European citizens about the changes affecting their environment, and extend the pool of open source software and open data available to the global community through the Global Earth Observation System of Systems (http://earthobservations.org/index.php).","['EN', 'FR', 'DE', 'EL', 'HU', 'IT', 'RO', 'SR', 'ES', 'TR']"
GROW Observatory,https://apps.apple.com/us/app/grow-observatory/id1409694401?uo=4,IIASA,0.0,USD,"The GROW Observatory app is a service of the GROW Observatory , a European Citizen Science project on growing food, soil moisture sensing and land monitoring.

With the GROW Observatory app you can

- Explore the Edible Plant Database and get plant information that is tailored to your specific location. You can also select plants that you can grow “right now”, at your respective location.
- Get detailed, science based information on regenerative growing practices. This includes practices that help improve your soil and support the wider ecosystem.

Participants of the GROW Changing Climate mission  in one of the 9  GROW places can use the app to record and share data about landscape features, soil properties and land management activities.

The app also links you with other GROW resources, such as the GROW Observatory Medium blog, website, or Facebook page.

GROW Food: Edible Plant Database – EPD

The Edible Plant Database offers a list of plants which you can grow in your location. You can also specifically look at plants which you can plant where you are, at the current time of year. You can explore detailed information about each plant, such as plant images and a description of the plant. It tells you about special requirements for optimal growing, such as sunlight or nutrient requirements or the optimum germination temperature, which is the temperature at which seeds will sprout best. Also, you get information on planting and harvesting dates for each plant, that are specific to your location and that often differ significantly across Europe.

GROW Practices: Regenerative Practices

The GROW Practices app module offers science based information on regenerative growing practices that help improve your soil as well as practices that help support the wider ecosystem. Each practice is described in detail and it includes overall benefits of the practice, special considerations you need to be aware of. It also includes examples and hands-on tips if you want to try the practice in your own garden or food growing plot.

GROW Science: Record and share data on land and soil

The GROW Observatory project also runs special missions, such as the GROW Changing Climate Mission  in 9 GROW places. Mission participants use the app to record in-situ land and soil information that is linked to a specific location and soil moisture sensor.

The Land Survey
With the app, mission participants record information on - for example - land use and land cover as well as topography of a sensor site. They also take pictures in each cardinal direction and of the sensor on the ground. This additional information is essential for properly interpreting the soil moisture data from the sensors.

The Soil Survey
Apart from landscape data, mission participants also perform a soil test and - with the app - record information on soil texture and stone content. This information is again essential for interpreting the soil moisture data from the sensors. 

Recording land management activities
During the soil moisture sensing period it is also important to document any management activities undertaken around the senor. Therefore, mission participants can continuously record activities such as irrigating, fertilizing, mulching, and others.


This project has received funding from the European Union's Horizon 2020 research and innovation programme under grant agreement No 690199.",[]
Our Outdoors | SPOTTERON,https://apps.apple.com/us/app/our-outdoors-spotteron/id1496552078?uo=4,SPOTTERON Gmbh,0.0,USD,"Our Outdoors is a citizen science project which aims to find out more about what you and others experience when you are in public spaces such as parks, beaches, canals, and town squares. It was developed by researchers in the Scottish Collaboration of Public Health Research and Practice (SCPHRP) at the University of Edinburgh in partnership with Sustrans, the MRC and citizens like yourself. The app itself runs on the SPOTTERON Citizen Science platform.

The objectives of the project are to help you and/or your community understand:
· Which public spaces give people feelings of well-being and which do not
· Whether public outdoor spaces affect people’s wellbeing differently  
· Whether changes to the outdoor spaces (such as planting trees, putting in paths) result in people feeling better in them

By taking part in the research you will contribute will contribute to a national database, which will be used to rate and improve outdoor spaces across the country. The data can be used to create maps, reports and research for citizens, researchers and policy makers alike, to better understand how shared public spaces contribute to the health of communities and which need improving.","['EN', 'DE']"
Alpine School App | SPOTTERON,https://apps.apple.com/us/app/alpine-school-app-spotteron/id1461511006?uo=4,SPOTTERON Gmbh,0.0,USD,"Participate in the Alpine School learning experience and observe plants, animals and give feedback about your experiences on school trips and educational visits.

Alpine School Model is designed for schools and non-formal educational organization in order they should share key elements focused on alpine area specificities and enhancing their collaboration. ASM targets are learners, educators, officers and school/organization staffs.

For educators, ASM aims at supporting educational planning and activities implementation in:
    • Adopting innovative educational facilities to foster ESD issues and requirements, in interconnecting several elements basis of pedagogical work, 
    • Motivate students to tackle Alpine Key SD issues at a level where they can see tangible results, soliciting them to realize that they really can make a difference,
    • Involving school staffs, local stakeholders and the whole local communities in educational tasks.

With the Alpine School Model is developed a digital Toolkit finalized to strengthen Alpine School Model contents transmission.
The digital toolkit is structured as a GIS based App that would support users (schools and non-formal educational organizations) in possible following ways:
    • providing practical experiences related to Key Alpine SD Issues of the Model (such are the Naturalistic, cultural/socio-economical and governance issues)
    • providing practical governance experiences in improving, for example, activities such are Citizen Science 
    • representing a communication tool for users to create wider transnational community of practices, in which to exchange information about educational opportunity in order to establish twinning or visits experiences across the Alpine countries (a sort of Atlas of best practices)

The App is composed by two main sections:
Nature's Calendar – related to the naturalistic/environmental issues of the ASM in particular to help learners to investigate landscape quality and state of natural vulnerability. 
""Learning Space Nature - Learning Environment of Students in Outdoor Learning Situations "" –  related to socio-economical Key issues of ASM, in particular to the role of Protected Area.","['EN', 'DE']"
Simplex,https://apps.apple.com/us/app/simplex/id1439465849?uo=4,ACRI,0.0,USD,"Simplex™ is a generic tool to support participative observation networks. The Simplex™ smart app is one component of a more complete observation system that, in addition to the app, comprises a webGIS interface and a database. The application allows you to do any kind of thematic observation by driving the observers step by step, through explicit icons, to the right observation item, and to finally declare it (with our without photo) with geographical and spatial stamp. Observers have access at any time and any location to environmental data for the last three days that are extracted on-demand from environmental databases. At each observation are attached selected environmental parameters that allows, at any time, to correlate some observations with environmental context.

Simplex™ can host several observation networks, either of public type (i.e. open to anyone) or of private type. You can contract a license for a private one to create your own network. The license covers the configuration of the observation campaign (i.e. the selection and the hierarchy of icons and the required environmental parameters, if of interest to you). It also covers an access to a private webGIS that provides a synoptic view of the observation done by your network. Your data is kept safely on a private storage without any access by a third-party. Once created you can invite anyone you want to become an observer to your network. You can also easily change and adapt the icons at all time. The app allows on-line discussion (text) between network organizer and observers.

Simplex™ app is available in several languages (Arabic, English, French, German, Italian, Norwegian and Spanish).

Want to create your own network or need for more information? Please contact simplex@acri.fr","['EN', 'FR']"
Spot-a-Bee | SPOTTERON,https://apps.apple.com/us/app/spot-a-bee-spotteron/id1509849471?uo=4,SPOTTERON Gmbh,1.0,USD,"""If the bee disappeared off the surface of the globe then man would only have four years of life left. No more bees, no more pollination, no more plants, no more animals, no more man"" (Albert Einstein).

The single quote above captures the key role that bees play in the survival of planet earth. Unfortunately, the last 60 years has seen the loss of much of their natural habitat, including over 90% of the wildflower meadows in the UK. Intensive farming (mono-cultures), pesticides, climate change and pests such as the Varroa might have contributed to a marked decline in bee numbers in our rural landscapes.
In contrast to the countryside our towns, parks and suburban back gardens are stocked with a rich diversity of plants and flowers from around the world and as such could serve as an oasis for our winged friends.

To determine if this is the case we are seeking people’s help in observing the bee-friendly plants in towns, cities and villages across the United Kingdom.

The next time you are in the garden or walking the dog keep a lookout for bees and if you see any take a picture on your mobile phone of the plants they are buzzing around and send them to us via this App. The app runs on the SPOTTERON Citizen Science platform.","['EN', 'DE']"
Wales Coast Explorer,https://apps.apple.com/us/app/wales-coast-explorer/id1144073816?uo=4,Tinopolis,0.0,USD,"Become a Wales Coast Explorer, with the coastline in your pocket. 

The Wales Coast Explorer | Crwydro Arfordir Cymru is your go-to FREE app for exploring the whole Welsh coastline – from estuary to ocean, beach to clifftop. 

Whether visiting or living locally, use the Wales Coast Explorer to plan your trip, enjoy the wildlife and landscapes and learn how to protect them. 

Features:
Marine Codes of Conduct
Equip yourself with the knowledge you need to enjoy the coastline responsibly – including exclusion zone maps, voluntary codes of conduct, and push notifications for sensitive habitats

Wildlife Identification 
Your handy pocket guide to identifying the wildlife you are likely to see while out and about on the Welsh coast, estuaries and seas

Wildlife Facts
Learn about the amazing wildlife around the coastline of Wales – from seabirds to seals, dolphins to anemones, creepy crawlies to plants!

Report a Sighting
Share photos and locations of your wildlife sightings, and contribute towards the body of knowledge collected by your local Biodiversity Information Centre

Maritime Archaeology 
NEW for 2022! Use our handy map to discover archaeological sites along the Welsh coast – including shipwrecks, promontory forts, ancient forests and other fascinating sites. 

Report an Archaeological site! 
As tides wash out and sands shift, old sites of interest can be exposed. Archaeologists at the Royal Commission on Ancient and Historical Monuments of Wales https://rcahmw.gov.uk/ are looking for YOUR help to record the condition of these sites. Submit your photos and sightings via the App! 

Invasive Species
Spotted something that shouldn’t be there? Get to know the Invasive Non Native Species (INNS) for your area and support your local Biodiversity Information Centre by reporting your sighting through the App

Fully bilingual 
The Wales Coast Explorer | Crwydro Arfordir Cymru is a fully bilingual App – just set your preference to English or Welsh within the App

Tide Tables 
Never be caught out by the tide – use the accurate tide tables on the App to plan your trip (currently only available in Pembrokeshire)

Geology and Industry
Find sites showcasing the geology and industry of your area (currently only available in Pembrokeshire)

Restriction Alerts  By enabling background location mode, receive push notifications to agreed access restrictions that have been drawn up by conservation organisations and coastal users. These have been agreed to preserve and protect the marine wildlife, including the following access restriction zones:
• Seabirds nesting
• Seal area
• Priority to wildlife
• Slow: Minimum speed
• Harbour
• Ministry of Defence area
• Extreme Caution: Porpoise area
Plan ahead – Keep your distance – Reduce speed and sound

Wildlife Safari
• Explore regions
• View walking routes
• Lean and identify 'The Big 5' species
• 360 VR images on current and 'Changed Landscapes'


Note: 

Continued use of GPS can decrease the battery life of your device.

The Wales Coast Explorer | Crwydro Arfordir Cymru is a project led by Pembrokeshire Coastal Forum and delivered jointly by Marine SACs in Wales and NRW, funded by Welsh Government via Wales Marine Protected Areas. 

Maritime Archaeology information funded by and developed in collaboration with the Royal Commission on Ancient and Historical Monuments of Wales (RCAHMW). https://rcahmw.gov.uk/",['EN']
NaturaList,https://apps.apple.com/us/app/naturalist/id1175280268?uo=4,Biolovision Sàrl,0.0,USD,"NaturaList allows you to record your sightings easily and for free, directly in the field or later on. You can include all details you would record in your notebook – for your personal archives but also to contribute to nature conservation and science. No more time wasted copying your data once you get home, no observations forgotten, no uncertain locations: your sightings are located precisely thanks to maps and GPS. NaturaList is also easy to use with only one hand.




Your data are securely stored in the portal https://data.biolovision.net, where you will always have access to your own data, and are then shared with a steadily increasing number of partner databases operated by nature conservation organizations around the world ( (e.g. https://www.ornitho.ch, https://www.ornitho.it, https://www.ornitho.de, https://www.faune-france.org, https://www.ornitho.at, https://www.ornitho.cat, https://www.fauna.hr, https://www.ornitho.pl, https://www.orchisauvage.fr, https://www.ornitho.eus, https://www.faune-guyane.org. Complete and up to date list available in the app or the web portal).





Our partner https://www.ornitho.cat was awarded ”Best Citizen Science Award” in 2015 and the Catalan environment award “El Premi Medi Ambient de la Generalitat” in 2017.





About 280'000  users, including many specialists of various taxonomic groups, already rely on our systems on several platforms, particularly in Europe.





Additionally, you can also see what other users have recorded around you - common species or rarities. A small support fee is asked for this feature, to allow maintenance and additional development for this app. Your help is very welcome. Thanks.





-Easy to use and ergonomic interface, optimized for field conditions.
-Lots of taxonomic groups, including birds, mammals, butterflies, dragonflies, amphibians, reptiles, orchids and more.
-Lots of map layers available, including national map depending of on country.
-Add photos to your sightings.
-Record public or private comments.
-See the recent sightings in your immediate vicinity and rarities in the greater area.
-Personalize language and sorting of species names.
-Predefined species lists according to your geographical area or local database partner.
-Personalize the GPS mode to save battery.
-Multilingual interface (English, German, Italian, French, Spanish, Catalan, Basque, Polish, Croatian and Serbian). 
-The only app you need to record all of your naturalist sightings throughout Europe and the world.
-NaturaList is recommended by the EBCC (European Bird Census Council) for use in connection with the EBBA2 (European Breeding Bird Atlas 2) project and by renowned institutes such as SOI, DDA, ICO, LIPU, OTOP, LPO, SFO, CSCF, ARANZADI Society of Sciences (complete list and links available on https://data.biolovision.net/). 
- NaturaList is an official partner of the Euro Bird Portal (EBP http://www.eurobirdportal.org/ebp/en/ )





This app was developed by Biolovision Sàrl with the financial support of the Swiss organizations ALA, Nos Oiseaux, Ficedula and the Swiss Ornithological Institute.","['EU', 'CA', 'HR', 'EN', 'FR', 'DE', 'IT', 'PL', 'SR', 'ES']"
Big City Birds | SPOTTERON,https://apps.apple.com/us/app/big-city-birds-spotteron/id1526169674?uo=4,SPOTTERON Gmbh,5.0,USD,"We, humans, are capable of dramatically altering the landscape. Cities are a familiar and extreme example of this change. Intriguingly, some animals can adapt to these changed environments by flexibly changing their behaviour. The project focuses on five bird species that have done so successfully: Sulphur-crested Cockatoo, Australian Brush-turkey, Australian White Ibis, Little Corella, and Long-billed Corella. Additional species can be reported by selecting “other.”   

The five focal species have all been observed adapting to human modified areas , and are increasing their population in urban areas. Occasionally they are considered a nuisance, yet they are all Australian native birds that are doing their best to survive in human altered landscapes. The data collected will help scientists understand these species’ behaviour, movement, reproduction, distribution, and habitat use in suburban areas. We aim to use this information to help understand the behavioural traits that have allowed some species to adapt to the challenges and opportunities of city living. 

The Big City Birds app is running on the SPOTTERON Citizen Science Platform, supporting research being conducted by the Max Planck Institute of Animal Behavior, Taronga Conservation Society Australia, and The University of Sydney.","['EN', 'DE']"
Rare Arable Flowers,https://apps.apple.com/us/app/rare-arable-flowers/id1107601988?uo=4,Centre for Ecology and Hydrology,0.0,USD,"Rare arable flower records are vital in order to accurately determine their distribution and numbers, and to help advise conservation for the species that need it.

Any records you submit using the Rare Arable Flowers app will be reviewed and verified by an expert before being added to our database.

Thank you for taking part!",['EN']
hackAIR,https://apps.apple.com/us/app/hackair/id1337710268?uo=4,Draxis,0.0,USD,"With air pollution being the number one environmental concern of citizens and one of the most significant factors posing threat to their health, hackAIR provides reliable information on the current and forecast air quality levels, based on official and model data, and observations from users.
Beyond air pollution, extreme heat events and wildfires are some of the most important environmental factors that affect wellbeing. hackAIR has been recently upgraded to include information about the current and forecast thermal comfort conditions and about the probability of forest fires based on model data. Now you can have a more complete overview of the local environmental conditions that help you make informed decisions to protect yourself.
hackAIR offers personalized recommendations to registered users on how they can safeguard themselves from adverse environmental conditions.
The app is location-based and real-time, offering a map-based interface to the data available. hackAIR offers several ways for you to contribute your own observations:

1. You can state how you feel the current air quality and outdoor temperature at your location and help other users understand the current conditions
3. hackAIR provides instructions on how you can easily build mini air quality monitoring devices and see their measurements in the app
4. Experienced users can submit and access data using an online interface (API).",['EN']
FIT Count,https://apps.apple.com/us/app/fit-count/id1540771889?uo=4,Centre for Ecology and Hydrology,5.0,USD,"The Flower-Insect Timed Count (FIT Count) is a 10-minute survey designed to collect new data on numbers of flower-visiting insects.

FIT Counts are suitable for all, in urban or rural locations, and can be done at any time during the FIT Count season – see the quick guide 
 for the season in your country.

An increasing amount of evidence suggests that pollinator species diversity has declined in many parts of the world, with the strongest evidence coming from Europe and North America. Less is known about changes in pollinator abundance, and we need much more data to be able to track this. You can help by doing a FIT Count, maybe even repeating it over the season. You don’t need to identify the insects to species level, only to within broad groups e.g. bumblebees, hoverflies, butterflies & moths, wasps.",['EN']
